VIN,ALERT_ID,COLLISION_SPEED,DATA_RECEIVED_TIMESTAMP,RECORDED_AT_TIMESTAMP,DEALER,DELTA_SPEED,EVENT_TYPE,IMPACT_DIRECTION,LOCATIONS,DRIVER_BEHAVIOUR,PEEK_ACCELERATION,SEVERITY,STATUS
31c257d86a4fa4e66,1a60976773d2d9e06cda062af6feb57b5cb681a03398166c055b63debc8f848f,8.87,2025-04-20 08:57:34.000,2025-04-20 08:37:45.000,"{
  ""_id"": ""00CD4-261AE-F08BA-9D000-01260-3"",
  ""name"": ""AHZ Automobil Handels Zentrum GmbH"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",3.65,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:39.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:40.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:41.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:42.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:43.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:44.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:45.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.21,76,POTENTIAL
7c59f08b78192f98a,1f5fc718a6197ea14b7bddba9b61f96e4c951a5569300e21685a62b510fbcd18,1.37,2025-04-20 14:25:47.000,2025-04-20 14:25:22.000,"{
  ""_id"": ""043ab164-a5d0-40d2-91b6-156bad2c18e0"",
  ""name"": ""RRG Rochdale"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",1.8,Minor Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:25:16.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:25:17.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:25:18.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:25:19.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:25:20.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:25:21.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:25:22.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""Medium"",
  ""steerUsage"": ""Low""
}",1.19,73,POTENTIAL
d13092c457fbbad5a,22690920e0468e9f30e67e2982c12c4e788d5b81477f97c8e774c8954d576566,14.68,2025-04-20 07:59:37.000,2025-04-20 07:55:58.000,"{
  ""_id"": ""d4dc0be4-24b5-4eec-91af-333f0444bcf9"",
  ""name"": ""AUTOTALLER PAYAS S.L. (Maçanet de la Selva) - Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",6.41,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 2.832482638888889e+00,
    ""latitude"": 4.169741970486111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:55:52.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 2.832489149305556e+00,
    ""latitude"": 4.169735026041667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:55:53.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 2.832497829861111e+00,
    ""latitude"": 4.169728081597222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:55:54.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 2.832504340277778e+00,
    ""latitude"": 4.169721571180555e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:55:55.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 2.832510850694444e+00,
    ""latitude"": 4.169715277777778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:55:56.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 2.832502170138889e+00,
    ""latitude"": 4.169713541666667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:55:57.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 2.832504340277778e+00,
    ""latitude"": 4.169713324652778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:55:58.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",2.12,100,POTENTIAL
92bc40a23aa1e8439,2355cc94e441888977f8fc686e625a1895f0fb4df78b52409033cad552bd073c,8.3,2025-04-20 07:56:45.000,2025-04-20 07:56:17.000,"{
  ""_id"": ""00CD6-2D8EB-8F986-21600-01200-1"",
  ""name"": ""Europeiska Motor, Sundbyberg"",
  ""nmsc"": ""tsw"",
  ""country"": ""se""
}",3.96,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:56:11.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:56:12.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:56:13.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:56:14.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:56:15.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:56:16.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:56:17.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""Medium"",
  ""steerUsage"": ""Low""
}",1.15,81,POTENTIAL
05e519d4ac8e938a7,3ef157f1e135992772bf17c7d8f064a9cd229b9db889d0b241d47bfcc25275e9,11.26,2025-04-20 11:02:05.000,2025-04-20 10:49:51.000,"{
  ""_id"": ""8c7522c4-4c5f-4da9-a7da-df7539ee55fe"",
  ""name"": ""Group 1 Toyota (Sandhurst)"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",3.92,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:45.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:46.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:47.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:48.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:49.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:50.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:51.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.24,76,POTENTIAL
78ef853b83b6f2abb,4bde504618fe13ea43d54792db2d9bc53caec7002ce4a5f210bcc10aaa565e4c,26.54,2025-04-20 08:37:45.000,2025-04-20 08:37:33.000,"{
  ""_id"": ""faf923a3-b0fe-469b-ab39-99ba8616708a"",
  ""name"": ""Lexus Derby"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",3.85,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -1.882254774305556e+00,
    ""latitude"": 5.281884982638889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:27.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -1.882339409722222e+00,
    ""latitude"": 5.281890407986111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:28.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -1.882434895833333e+00,
    ""latitude"": 5.281895182291667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:29.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -1.882547743055556e+00,
    ""latitude"": 5.281899522569444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:30.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -1.882658420138889e+00,
    ""latitude"": 5.281903645833334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:31.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -1.882680121527778e+00,
    ""latitude"": 5.281904296875000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:32.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -1.882682291666667e+00,
    ""latitude"": 5.281904513888889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 08:37:33.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.16,75,POTENTIAL
15fdb37eb5e8e3812,50942ab31827671f27de3a5a5ddf2bb57cf6ac4d2a75898f4807673d59847257,27.17,2025-04-20 14:07:54.000,2025-04-20 14:07:46.000,"{
  ""_id"": ""5d6f4569-a069-4da7-8670-78689ecb5702"",
  ""name"": ""HERSAMOTOR, S.A.U - (C/La Granja - Alcobendas) - Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",3.72,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:07:40.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:07:41.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:07:42.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:07:43.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:07:44.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:07:45.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 14:07:46.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.53,83,POTENTIAL
f27088b9f59e867aa,539b6c3c4c690a8e011a9d241f533fe17e43d3197830a969ebfe89d22aaddf17,1.91,2025-04-20 10:49:27.000,2025-04-20 10:49:01.000,"{
  ""_id"": ""530fe666-f2e4-435c-bdf9-4d9b01ac5fd9"",
  ""name"": ""Autohaus Schuster oHG"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",1.74,Severe Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:48:55.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:48:56.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:48:57.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:48:58.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:48:59.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:00.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 10:49:01.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.51,100,POTENTIAL
0e7d9886591cb9dfb,53cb706ffff362037070a1d309e0ad4fcc2c0860a30375d8d8123b48f25adc5c,2.53,2025-04-20 07:28:07.000,2025-04-20 07:26:36.000,"{
  ""_id"": ""39c7304e-8f19-49ec-89ab-265a7abafd0c"",
  ""name"": ""TOYOTA GRANADA - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",8.21,Severe Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": -3.596521267361111e+00,
    ""latitude"": 3.717543619791667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:26:30.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -3.596516927083333e+00,
    ""latitude"": 3.717545138888889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:26:31.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -3.596519097222222e+00,
    ""latitude"": 3.717546223958333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:26:32.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -3.596516927083333e+00,
    ""latitude"": 3.717546657986111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:26:33.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -3.596519097222222e+00,
    ""latitude"": 3.717546440972222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:26:34.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -3.596519097222222e+00,
    ""latitude"": 3.717548611111111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:26:35.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -3.596527777777778e+00,
    ""latitude"": 3.717549696180556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 07:26:36.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.53,100,POTENTIAL
9fe952e0af4f22fa3,63cdf883e569f3ebf2545a43fb3f01a2710511d67814bf66fb414174b3604734,8.24,2025-04-20 09:41:08.000,2025-04-20 09:40:52.000,"{
  ""_id"": ""00CD0-E9EAD-1B323-2E200-01350-3"",
  ""name"": ""NIMO GORDILLO LUXURY (Lexus Sevilla) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",5.06,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -5.965065104166666e+00,
    ""latitude"": 3.741699218750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:40:46.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -5.965065104166666e+00,
    ""latitude"": 3.741699218750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:40:47.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -5.965065104166666e+00,
    ""latitude"": 3.741699218750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:40:48.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -5.965065104166666e+00,
    ""latitude"": 3.741699218750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:40:49.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -5.965065104166666e+00,
    ""latitude"": 3.741699218750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:40:50.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -5.965069444444445e+00,
    ""latitude"": 3.741700954861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:40:51.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -5.965067274305556e+00,
    ""latitude"": 3.741701171875000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:40:52.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.25,82,POTENTIAL
81f1c73c7790ef072,66421f9363fc53fdc05fe6d6e3d100682d2ec2d7e9d74239d5d6f44f5f66392e,20.7,2025-04-20 15:37:52.000,2025-04-20 15:37:01.000,"{
  ""_id"": ""bb491e9d-c713-484b-abc2-f8a7efa4ad37"",
  ""name"": ""Lexus Cheltenham"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",11.9,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -5.026449652777778e+00,
    ""latitude"": 5.042447048611111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 15:36:55.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -5.026427951388889e+00,
    ""latitude"": 5.042450954861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 15:36:56.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -5.026380208333333e+00,
    ""latitude"": 5.042454427083333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 15:36:57.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -5.026312934027778e+00,
    ""latitude"": 5.042457031250000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 15:36:58.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -5.026239149305556e+00,
    ""latitude"": 5.042459635416667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 15:36:59.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -5.026223958333333e+00,
    ""latitude"": 5.042460286458333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 15:37:00.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -5.026223958333333e+00,
    ""latitude"": 5.042460069444444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 15:37:01.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.37,99,POTENTIAL
d25592ca9a95e57e2,68855ec083768adfa7a3290c7c02fd94015977ec0f4b832ee2df3df8bd2311a1,2.93,2025-04-20 09:02:51.000,2025-04-20 09:02:38.000,"{
  ""_id"": ""00CD0-E9EAD-15944-EAC00-01260-3"",
  ""name"": ""ORIENT CARS, S.A. (Terrasa) - Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",2.63,Minor Collision,Rear Impact,"[
  {
    ""position"": 0,
    ""longitude"": 2.218598090277778e+00,
    ""latitude"": 4.210201822916667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:02:32.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 2.218606770833333e+00,
    ""latitude"": 4.210200954861111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:02:33.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 2.218615451388889e+00,
    ""latitude"": 4.210200520833333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:02:34.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 2.218621961805555e+00,
    ""latitude"": 4.210199869791666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:02:35.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 2.218626302083333e+00,
    ""latitude"": 4.210199869791666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:02:36.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 2.218626302083333e+00,
    ""latitude"": 4.210199869791666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:02:37.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 2.218626302083333e+00,
    ""latitude"": 4.210199869791666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 09:02:38.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""Medium"",
  ""steerUsage"": ""High""
}",1.43,78,POTENTIAL
15c96d4371ea582f4,6a644b3f72548b5bd7623cc84990782c9c1841a2659e17b83d97c1278dfed6d2,6.08,2025-04-20 11:52:09.000,2025-04-20 11:49:54.000,"{
  ""_id"": ""2134977a-9c16-40d3-9286-d4953c6d2380"",
  ""name"": ""Barnetts Toyota (Dundee)"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",2.65,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -2.968411458333333e+00,
    ""latitude"": 5.647890625000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 11:49:48.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -2.968543836805555e+00,
    ""latitude"": 5.647898003472222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 11:49:49.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -2.968543836805555e+00,
    ""latitude"": 5.647898003472222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 11:49:50.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -2.968595920138889e+00,
    ""latitude"": 5.647899956597222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 11:49:51.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -2.968595920138889e+00,
    ""latitude"": 5.647899956597222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 11:49:52.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -2.968595920138889e+00,
    ""latitude"": 5.647899956597222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 11:49:53.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -2.968595920138889e+00,
    ""latitude"": 5.647899956597222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 11:49:54.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.26,86,POTENTIAL
