_ID,COUNTRYCODE,VIN,WARNING_WARNINGLIGHTTYPE_CODE,WARNING_WARNINGLIGHTTYPE_DESCRIPTION,WARNING_WARNINGLIGHTTYPE_SYMBOL,WARNING_WARNINGLIGHTTYPE_PRIORITY,WARNING_TIMESTAMP,WARNING_MILEAGE_VALUE,WARNING_MILEAGE_UNIT,PRIORITY
VF4009275875-01-003,pl,927ae82bd7b1712c3,2,Low Washer Fluid,WASH,4,2024-08-02 12:06:33.000,52637,KM,Information
VF4009284037-01-003,pl,a67f5eaad6e3c87f3,2,Low Washer Fluid,WASH,4,2024-08-02 13:28:34.000,52655,KM,Information
VF4009302105-01-003,pl,2721d00ca143437a0,2,Low Washer Fluid,WASH,4,2024-08-02 16:35:14.000,52670,KM,Information
VF4009306456-02-003,pl,4cbd18f2bc50c64cf,2,Low Washer Fluid,WASH,4,2024-08-02 17:35:55.000,52676,KM,Information
VF4009303404-01-003,lt,8d7fac5b9fae0c1be,2,Low Washer Fluid,WASH,4,2024-08-02 16:51:22.000,28987,KM,Information
VF4009249430-01-173,,3ec6da1611fd381c2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 07:43:11.000,14921,KM,Minor
VF4009235299-01-173,pl,f27088b9f59e867aa,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 04:09:46.000,7270,KM,Minor
VF4009272039-01-173,pl,15c96d4371ea582f4,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 11:26:42.000,5634,KM,Minor
VF4009314365-01-001,pl,49cf9437be7e344da,2,Low Washer Fluid,WASH,4,2024-08-02 20:40:56.000,1395,KM,Information
VF4009289319-01-173,at,194e7f94ddc0079ce,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 14:20:56.000,6881,KM,Minor
VF4009242931-01-033,pl,9982fd6aedc8f4ad5,11,Check Engine,ENGW,2,2024-08-02 06:27:27.000,6269,KM,Major
VF4008557072-02-173,ee,8d7caa350a35c4f0f,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:40:36.000,10217,KM,Minor
VF4009238429-01-003,it,f27088b9f59e867aa,2,Low Washer Fluid,WASH,4,2024-08-02 05:23:50.000,101859,KM,Information
VF4009242056-01-003,ee,a5c72261a68d54580,2,Low Washer Fluid,WASH,4,2024-08-02 06:15:37.000,95240,KM,Information
VF4009260107-01-030,fr,1001e3da1ee0a4e7c,30,Tire Pressure Warning System,TIRW,4,2024-08-02 09:30:02.000,48095,KM,Information
VF4009275603-01-030,fr,6e6ae8407a23e31ec,30,Tire Pressure Warning System,TIRW,4,2024-08-02 12:04:29.000,48130,KM,Information
VF4009242073-01-003,lt,92f59b2f980aef577,2,Low Washer Fluid,WASH,4,2024-08-02 06:15:46.000,66177,KM,Information
VF4009263316-01-003,lt,831981ba3bba1e851,2,Low Washer Fluid,WASH,4,2024-08-02 09:59:57.000,66189,KM,Information
VF4009268763-01-003,lt,6c7c120f1828d83f7,2,Low Washer Fluid,WASH,4,2024-08-02 10:53:12.000,66197,KM,Information
VF4009308396-01-003,lt,d9550c8e8e4dd8eba,2,Low Washer Fluid,WASH,4,2024-08-02 18:05:12.000,66268,KM,Information
VF4009267617-01-003,sk,e25cd9019ed3c6d72,2,Low Washer Fluid,WASH,4,2024-08-02 10:41:18.000,46155,KM,Information
VF4009279043-01-003,sk,e3f67149a5f424e2c,2,Low Washer Fluid,WASH,4,2024-08-02 12:38:54.000,46235,KM,Information
VF4009244155-01-011,pl,4c3e4535173fe1587,11,Check Engine,ENGW,2,2024-08-02 06:42:48.000,179019,KM,Major
VF4009239023-01-003,pl,b4eedf7386ddff283,2,Low Washer Fluid,WASH,4,2024-08-02 05:33:22.000,43091,KM,Information
VF4009245498-01-003,pl,a3a20093aff461b76,2,Low Washer Fluid,WASH,4,2024-08-02 06:58:05.000,43340,KM,Information
VF4009249467-01-003,cz,04bbf9b500dffa8e3,2,Low Washer Fluid,WASH,4,2024-08-02 07:42:49.000,68311,KM,Information
VF4009290168-01-003,lt,fd56f30f183aea35d,2,Low Washer Fluid,WASH,4,2024-08-02 14:28:04.000,58935,KM,Information
VF4009251761-01-003,es,d414f6213dba67e4e,2,Low Washer Fluid,WASH,4,2024-08-02 08:07:03.000,73320,KM,Information
VF4009263642-01-003,es,32881121e5008d8e0,2,Low Washer Fluid,WASH,4,2024-08-02 10:03:11.000,73350,KM,Information
VF4009301220-01-003,es,adf46ab369a553cb6,2,Low Washer Fluid,WASH,4,2024-08-02 16:24:14.000,73385,KM,Information
VF4009306746-01-003,bg,d414f6213dba67e4e,2,Low Washer Fluid,WASH,4,2024-08-02 17:38:37.000,40010,KM,Information
VF4009274330-01-003,pl,c3f525e33afb4ab65,2,Low Washer Fluid,WASH,4,2024-08-02 11:50:00.000,64667,KM,Information
VF4011549199-48-084,be,24355faaa829ad95d,60,Grille Shutter System,GSW,2,2024-08-02 11:55:40.000,24600,KM,Major
VF4011549199-50-084,be,831981ba3bba1e851,60,Grille Shutter System,GSW,2,2024-08-02 14:21:13.000,24600,KM,Major
VF4011549199-52-084,be,9fe952e0af4f22fa3,60,Grille Shutter System,GSW,2,2024-08-02 19:12:14.000,24600,KM,Major
VF4011549199-54-084,be,04bbf9b500dffa8e3,60,Grille Shutter System,GSW,2,2024-08-02 19:22:08.000,24600,KM,Major
VF4011549199-56-084,be,b38e17ca20e8188b3,60,Grille Shutter System,GSW,2,2024-08-02 19:59:35.000,24600,KM,Major
VF4011549199-58-084,be,9fe952e0af4f22fa3,60,Grille Shutter System,GSW,2,2024-08-02 20:22:41.000,24600,KM,Major
VF4009239053-01-003,cz,3c7424af461f18133,2,Low Washer Fluid,WASH,4,2024-08-02 05:33:47.000,52506,KM,Information
VF4009295812-01-003,cz,2e378ae1abd63536a,2,Low Washer Fluid,WASH,4,2024-08-02 15:24:13.000,52563,KM,Information
VF4009304106-01-003,cz,1af6be0c25a5b3e71,2,Low Washer Fluid,WASH,4,2024-08-02 17:00:14.000,52619,KM,Information
VF4009250888-02-045,hu,d13092c457fbbad5a,103,Pre-Collision System,MET_PCSW,2,2024-08-02 07:59:15.000,17881,KM,Major
VF4009250888-02-071,hu,15c96d4371ea582f4,46,Automatic High Beam System,SMBW,2,2024-08-02 07:59:15.000,17881,KM,Major
VF4009250888-02-116,hu,6e6ae8407a23e31ec,89,Lane change assist warning,LTAW,2,2024-08-02 07:59:15.000,17881,KM,Major
VF4009250888-02-118,hu,e25cd9019ed3c6d72,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 07:59:15.000,17881,KM,Minor
VF4009254106-02-045,hu,c394628c963b4467a,103,Pre-Collision System,MET_PCSW,2,2024-08-02 08:33:08.000,17914,KM,Major
VF4009254106-02-071,hu,4dbe8ad31537e6f8d,46,Automatic High Beam System,SMBW,2,2024-08-02 08:33:08.000,17914,KM,Major
VF4009254106-02-116,hu,4b8837b049675d6dc,89,Lane change assist warning,LTAW,2,2024-08-02 08:33:08.000,17914,KM,Major
VF4009254106-02-118,hu,e25cd9019ed3c6d72,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 08:33:08.000,17914,KM,Minor
VF4009256492-02-045,hu,3ee162940211653ee,103,Pre-Collision System,MET_PCSW,2,2024-08-02 08:56:39.000,17934,KM,Major
VF4009256492-02-071,hu,d25592ca9a95e57e2,46,Automatic High Beam System,SMBW,2,2024-08-02 08:56:39.000,17934,KM,Major
VF4009256492-02-116,hu,c172a6953302d0c1b,89,Lane change assist warning,LTAW,2,2024-08-02 08:56:39.000,17934,KM,Major
VF4009256492-02-118,hu,d55e1fb68d84e3e52,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 08:56:39.000,17934,KM,Minor
VF4009275373-02-045,hu,eb0a9c56d5a83022b,103,Pre-Collision System,MET_PCSW,2,2024-08-02 12:03:01.000,17943,KM,Major
VF4009275373-02-071,hu,364c98fc36498ed9c,46,Automatic High Beam System,SMBW,2,2024-08-02 12:03:01.000,17943,KM,Major
VF4009275373-02-116,hu,0760b4c3540b7100c,89,Lane change assist warning,LTAW,2,2024-08-02 12:03:01.000,17943,KM,Major
VF4009275373-02-118,hu,822cfa8d08309cd05,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:03:01.000,17943,KM,Minor
VF4009276065-02-045,hu,b4eedf7386ddff283,103,Pre-Collision System,MET_PCSW,2,2024-08-02 12:10:12.000,17946,KM,Major
VF4009276065-02-071,hu,50f336aea49ad0d15,46,Automatic High Beam System,SMBW,2,2024-08-02 12:10:12.000,17946,KM,Major
VF4009276065-02-116,hu,b2386fafff892f2b2,89,Lane change assist warning,LTAW,2,2024-08-02 12:10:12.000,17946,KM,Major
VF4009276065-02-118,hu,eb0a9c56d5a83022b,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:10:12.000,17946,KM,Minor
VF4009278920-02-045,hu,97d8b62c311ae055c,103,Pre-Collision System,MET_PCSW,2,2024-08-02 12:39:15.000,17949,KM,Major
VF4009278920-02-071,hu,49cf9437be7e344da,46,Automatic High Beam System,SMBW,2,2024-08-02 12:39:15.000,17949,KM,Major
VF4009278920-02-116,hu,6b60147ff22310920,89,Lane change assist warning,LTAW,2,2024-08-02 12:39:15.000,17949,KM,Major
VF4009278920-02-118,hu,9aa610638302ffb2c,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:39:15.000,17949,KM,Minor
VF4009280151-02-045,hu,005d114ff55c36c0f,103,Pre-Collision System,MET_PCSW,2,2024-08-02 12:52:15.000,17950,KM,Major
VF4009280151-02-071,hu,8eb3a1e33ed5050d3,46,Automatic High Beam System,SMBW,2,2024-08-02 12:52:15.000,17950,KM,Major
VF4009280151-02-116,hu,e2137c7a00e58d275,89,Lane change assist warning,LTAW,2,2024-08-02 12:52:15.000,17950,KM,Major
VF4009280151-02-118,hu,aa7efdcd29de964e8,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:52:15.000,17950,KM,Minor
VF4009282018-02-045,hu,639d617de4ddf7562,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:10:30.000,17956,KM,Major
VF4009282018-02-071,hu,997d0efbaa65964c8,46,Automatic High Beam System,SMBW,2,2024-08-02 13:10:30.000,17956,KM,Major
VF4009282018-02-116,hu,3dca7245de344bb5a,89,Lane change assist warning,LTAW,2,2024-08-02 13:10:30.000,17956,KM,Major
VF4009282018-02-118,hu,b34bff266953ac2cd,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:10:30.000,17956,KM,Minor
VF4009285058-02-045,hu,2721d00ca143437a0,103,Pre-Collision System,MET_PCSW,2,2024-08-02 13:40:10.000,17963,KM,Major
VF4009285058-02-071,hu,822cfa8d08309cd05,46,Automatic High Beam System,SMBW,2,2024-08-02 13:40:10.000,17963,KM,Major
VF4009285058-02-116,hu,e3f67149a5f424e2c,89,Lane change assist warning,LTAW,2,2024-08-02 13:40:10.000,17963,KM,Major
VF4009285058-02-118,hu,d13092c457fbbad5a,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:40:10.000,17963,KM,Minor
VF4009309767-02-045,hu,9aa610638302ffb2c,103,Pre-Collision System,MET_PCSW,2,2024-08-02 18:52:51.000,17994,KM,Major
VF4009309767-02-071,hu,4d14df2bfa5d9e9e8,46,Automatic High Beam System,SMBW,2,2024-08-02 18:52:51.000,17994,KM,Major
VF4009309767-02-116,hu,d414f6213dba67e4e,89,Lane change assist warning,LTAW,2,2024-08-02 18:52:51.000,17994,KM,Major
VF4009309767-02-118,hu,946d3554547e141ab,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 18:52:51.000,17994,KM,Minor
VF4009240557-02-003,cz,88b0900a9cfdbf53b,2,Low Washer Fluid,WASH,4,2024-08-02 08:26:31.000,16670,KM,Information
VF4009247144-01-045,pl,15fdb37eb5e8e3812,103,Pre-Collision System,MET_PCSW,2,2024-08-02 07:18:01.000,19427,KM,Major
VF4009247144-01-071,pl,32881121e5008d8e0,46,Automatic High Beam System,SMBW,2,2024-08-02 07:18:01.000,19427,KM,Major
VF4009247144-01-096,pl,32881121e5008d8e0,108,Sonar System,ASSW,2,2024-08-02 07:18:01.000,19427,KM,Major
VF4009247144-01-116,pl,3c7f137123c0248d5,89,Lane change assist warning,LTAW,2,2024-08-02 07:18:01.000,19427,KM,Major
VF4009245112-01-112,fr,c394628c963b4467a,38,Tire low pressure warning,TILW,4,2024-08-02 06:54:30.000,22867,KM,Information
VF4009282730-01-173,ro,fd67c0c15a79bbec2,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:16:39.000,1716,KM,Minor
VF4009276697-01-001,pl,e2137c7a00e58d275,2,Low Washer Fluid,WASH,4,2024-08-02 12:14:38.000,8145,KM,Information
VF4009281055-01-001,pl,194e7f94ddc0079ce,2,Low Washer Fluid,WASH,4,2024-08-02 12:52:45.000,8160,KM,Information
VF4009298371-01-001,pl,f8963314460f4a182,2,Low Washer Fluid,WASH,4,2024-08-02 15:51:17.000,8165,KM,Information
VF4009299538-01-001,pl,6b60147ff22310920,2,Low Washer Fluid,WASH,4,2024-08-02 16:04:48.000,8171,KM,Information
VF4009307390-01-173,pl,e13bcde175e7464ff,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 17:49:26.000,4663,KM,Minor
VF4008136866-04-003,gb,6757761a2cc66cb8a,2,Low Washer Fluid,WASH,4,2024-08-02 09:05:58.000,33129,MI,Information
VF4009274579-01-003,gb,1c08b156ed0e8ad65,2,Low Washer Fluid,WASH,4,2024-08-02 11:52:47.000,33138,MI,Information
VF4009234588-01-003,ro,b38e17ca20e8188b3,2,Low Washer Fluid,WASH,4,2024-08-02 03:41:32.000,46862,KM,Information
VF4009260302-02-082,it,fe2e2a3397f12a202,59,Blind Spot Monitor System,BSDW,2,2024-08-02 09:37:31.000,34503,KM,Major
VF4009315705-01-003,pl,81f1c73c7790ef072,2,Low Washer Fluid,WASH,4,2024-08-02 21:41:28.000,76749,KM,Information
VF4009316438-02-003,pl,6aae7c2bf0c656d7e,2,Low Washer Fluid,WASH,4,2024-08-02 22:26:28.000,76900,KM,Information
VF4009241128-01-003,pl,6aae7c2bf0c656d7e,2,Low Washer Fluid,WASH,4,2024-08-02 06:03:15.000,46724,KM,Information
VF4005960234-02-003,cz,d5c5b5cd608737222,2,Low Washer Fluid,WASH,4,2024-08-02 11:48:20.000,38105,KM,Information
VF4009248113-02-003,lt,f0fb0a74ff323ca72,2,Low Washer Fluid,WASH,4,2024-08-02 07:29:24.000,41480,KM,Information
VF4009249271-02-003,lt,e13bcde175e7464ff,2,Low Washer Fluid,WASH,4,2024-08-02 07:42:01.000,41484,KM,Information
VF4009263306-01-082,pl,af13318e1e64b7008,59,Blind Spot Monitor System,BSDW,2,2024-08-02 10:00:49.000,3716,KM,Major
VF4009263306-01-119,pl,c3070d66bc3427754,92,Rear Cross Traffic Alert system warning,RCTW,3,2024-08-02 10:00:49.000,3716,KM,Minor
VF4009312639-01-003,es,32881121e5008d8e0,2,Low Washer Fluid,WASH,4,2024-08-02 19:41:26.000,8693,KM,Information
VF4009236377-01-003,es,81f1c73c7790ef072,2,Low Washer Fluid,WASH,4,2024-08-02 04:43:27.000,16893,KM,Information
VF4009238277-01-003,fr,fa0374c5ad08e6626,2,Low Washer Fluid,WASH,4,2024-08-02 05:21:21.000,6325,KM,Information
VF4009244685-01-003,fr,cdcdf5b2c49bcaa13,2,Low Washer Fluid,WASH,4,2024-08-02 06:48:26.000,6405,KM,Information
VF4009247709-01-003,fr,2e378ae1abd63536a,2,Low Washer Fluid,WASH,4,2024-08-02 07:23:38.000,6416,KM,Information
VF4009307355-01-003,fr,64bc865fb27b7bf96,2,Low Washer Fluid,WASH,4,2024-08-02 17:47:53.000,6446,KM,Information
VF4009310551-01-003,fr,b63ba1037d8ee05db,2,Low Washer Fluid,WASH,4,2024-08-02 18:47:15.000,6463,KM,Information
VF4009292095-01-173,pl,a91c394a5fe0ab096,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 14:48:23.000,5336,KM,Minor
VF4009240778-01-173,hu,3c7f137123c0248d5,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 05:59:23.000,2915,KM,Minor
VF4009267920-01-173,hu,81f1c73c7790ef072,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:45:26.000,2922,KM,Minor
VF4009271721-01-003,hu,eb0a9c56d5a83022b,2,Low Washer Fluid,WASH,4,2024-08-02 11:22:29.000,99578,KM,Information
VF4009273419-02-003,hu,3445bf8fa4f4abe9f,2,Low Washer Fluid,WASH,4,2024-08-02 14:28:08.000,99607,KM,Information
VF4009314708-01-054,sk,2039dd774b91049c2,38,Tire low pressure warning,TILW,4,2024-08-02 20:57:12.000,23842,KM,Information
VF4009244789-01-003,cz,c7a1df5df66b2b03c,2,Low Washer Fluid,WASH,4,2024-08-02 06:49:44.000,32845,KM,Information
VF4009314411-01-054,ro,3445bf8fa4f4abe9f,38,Tire low pressure warning,TILW,4,2024-08-02 20:44:08.000,9913,KM,Information
VF4009227895-02-003,ro,8d7fac5b9fae0c1be,2,Low Washer Fluid,WASH,4,2024-08-02 05:57:12.000,9628,KM,Information
VF4009256024-01-003,ro,1c08b156ed0e8ad65,2,Low Washer Fluid,WASH,4,2024-08-02 08:50:14.000,9630,KM,Information
VF4009254949-01-011,nl,7b12387fbb0db2386,11,Check Engine,ENGW,2,2024-08-02 08:40:58.000,3302,KM,Major
VF4009248697-01-001,pl,9fe952e0af4f22fa3,2,Low Washer Fluid,WASH,4,2024-08-02 07:34:15.000,12333,KM,Information
VF4009307430-01-001,pl,f6eb89303336922ee,2,Low Washer Fluid,WASH,4,2024-08-02 17:49:22.000,12337,KM,Information
VF4009261646-01-173,pl,25366fa0c7979cf45,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:44:45.000,4378,KM,Minor
VF4009276496-01-173,,5ff58d4072629a980,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:13:38.000,1938,KM,Minor
VF4009258736-01-003,pl,cdcdf5b2c49bcaa13,2,Low Washer Fluid,WASH,4,2024-08-02 09:15:11.000,79813,KM,Information
VF4009286188-02-003,pl,97d3bb87f2607e391,2,Low Washer Fluid,WASH,4,2024-08-02 13:50:31.000,79856,KM,Information
VF4009261228-01-003,cz,71095a99b07a8c762,2,Low Washer Fluid,WASH,4,2024-08-02 09:39:49.000,117781,KM,Information
VF4009309675-01-003,sk,a67f5eaad6e3c87f3,2,Low Washer Fluid,WASH,4,2024-08-02 18:28:08.000,50159,KM,Information
VF4009312556-01-003,sk,2a6e437bc4a28c087,2,Low Washer Fluid,WASH,4,2024-08-02 19:39:33.000,50168,KM,Information
VF4009301219-01-003,pl,3ec6da1611fd381c2,2,Low Washer Fluid,WASH,4,2024-08-02 16:24:12.000,40888,KM,Information
VF4009234202-01-003,sk,32881121e5008d8e0,2,Low Washer Fluid,WASH,4,2024-08-02 03:19:42.000,27400,KM,Information
VF4009256187-01-003,es,0e7d9886591cb9dfb,2,Low Washer Fluid,WASH,4,2024-08-02 08:51:45.000,98409,KM,Information
VF4009296513-01-003,es,85bc19ddc6d0a0f5a,2,Low Washer Fluid,WASH,4,2024-08-02 15:31:45.000,98561,KM,Information
VF4009271233-02-003,pl,4dbe8ad31537e6f8d,2,Low Washer Fluid,WASH,4,2024-08-02 11:19:05.000,38673,KM,Information
VF4009282017-01-003,pl,d13092c457fbbad5a,2,Low Washer Fluid,WASH,4,2024-08-02 13:08:41.000,38674,KM,Information
VF4009270361-01-003,pl,f895fc67b7f381e6c,2,Low Washer Fluid,WASH,4,2024-08-02 11:09:19.000,49172,KM,Information
VF4009250710-01-003,bg,7da67fbfe7b49694f,2,Low Washer Fluid,WASH,4,2024-08-02 07:56:20.000,20019,KM,Information
VF4009262075-01-003,bg,2039dd774b91049c2,2,Low Washer Fluid,WASH,4,2024-08-02 09:48:05.000,20022,KM,Information
VF4009267910-01-003,bg,a39426afc6c9f5a19,2,Low Washer Fluid,WASH,4,2024-08-02 10:44:28.000,20023,KM,Information
VF4009293020-01-003,bg,dd7f66ceaad355395,2,Low Washer Fluid,WASH,4,2024-08-02 14:56:34.000,20041,KM,Information
VF4009293701-01-003,pl,32881121e5008d8e0,2,Low Washer Fluid,WASH,4,2024-08-02 15:03:13.000,34993,KM,Information
VF4009253727-01-003,es,c3f525e33afb4ab65,2,Low Washer Fluid,WASH,4,2024-08-02 08:27:37.000,14913,KM,Information
VF4009246195-01-054,sk,8eb3a1e33ed5050d3,38,Tire low pressure warning,TILW,4,2024-08-02 07:07:01.000,10677,KM,Information
VF4009262551-01-173,pl,9fe952e0af4f22fa3,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 09:53:53.000,6714,KM,Minor
VF4009281291-01-001,pl,b2386fafff892f2b2,2,Low Washer Fluid,WASH,4,2024-08-02 13:01:58.000,8335,KM,Information
VF4009241064-01-173,pl,be41f3b04a7a668c0,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 06:03:17.000,5891,KM,Minor
VF4009264090-01-173,pl,6a2bc0a64eb4d3efb,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 10:08:08.000,2577,KM,Minor
VF4009289895-01-173,pl,15fdb37eb5e8e3812,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 14:26:21.000,9742,KM,Minor
VF4009235476-01-112,pl,97d3bb87f2607e391,38,Tire low pressure warning,TILW,4,2024-08-02 04:20:18.000,11674,KM,Information
VF4009235983-01-112,pl,b4eedf7386ddff283,38,Tire low pressure warning,TILW,4,2024-08-02 04:34:41.000,11674,KM,Information
VF4009311227-01-001,hr,3dca7245de344bb5a,2,Low Washer Fluid,WASH,4,2024-08-02 19:03:20.000,3952,KM,Information
VF4009283393-01-173,lv,aa7efdcd29de964e8,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 13:23:02.000,3792,KM,Minor
VF4009315117-01-130,fr,d5b7afde09350fe34,101,AdBlue residual quantity drop warning,ABLW,3,2024-08-02 21:13:26.000,6477,KM,Minor
VF4009255142-01-130,fr,d9550c8e8e4dd8eba,101,AdBlue residual quantity drop warning,ABLW,3,2024-08-02 08:41:55.000,20225,KM,Minor
VF4009272195-01-003,hu,2a6e437bc4a28c087,2,Low Washer Fluid,WASH,4,2024-08-02 11:27:27.000,4689,KM,Information
VF4009306687-01-003,hu,50f336aea49ad0d15,2,Low Washer Fluid,WASH,4,2024-08-02 17:37:48.000,4700,KM,Information
VF4009307668-01-003,hu,5856257ef3272247d,2,Low Washer Fluid,WASH,4,2024-08-02 17:53:14.000,4702,KM,Information
VF4009282180-01-003,es,7b12387fbb0db2386,2,Low Washer Fluid,WASH,4,2024-08-02 13:10:27.000,3913,KM,Information
VF4009233636-02-023,it,79630d67a81c1fba3,23,SRS Airbag System,FSRS,2,2024-08-02 02:10:08.000,1892,KM,Major
VF4009283240-01-023,it,194e7f94ddc0079ce,23,SRS Airbag System,FSRS,2,2024-08-02 13:21:33.000,1896,KM,Major
VF4009317365-01-054,,aa7efdcd29de964e8,38,Tire low pressure warning,TILW,4,2024-08-02 23:56:14.000,2158,KM,Information
VF4009278742-01-012,ch,d9550c8e8e4dd8eba,12,Anti-Lock Brake System,ABSW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-013,ch,997d0efbaa65964c8,13,Vehicle Stability Control System,VSCW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-028,ch,046e06d08a745e82c,28,Electric Power Steering System,EPSW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-029,ch,8eb3a1e33ed5050d3,24,Brake System,BRW,1,2024-08-02 12:36:24.000,32501,KM,Critical
VF4009278742-01-031,ch,15dbf9bca3fff9b89,78,Electronically Controlled Brake System,ECBW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-045,ch,0ec9dbc1eb27edd0c,103,Pre-Collision System,MET_PCSW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-052,ch,be41f3b04a7a668c0,84,Parking Brake System,EPBW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-071,ch,15dbf9bca3fff9b89,46,Automatic High Beam System,SMBW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-082,ch,a1dc37c37eb5ae11b,59,Blind Spot Monitor System,BSDW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-086,ch,78ef853b83b6f2abb,61,Pop Up Hood System,PUHW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-092,ch,0760b4c3540b7100c,106,Drive-Start Control System,GOSW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-096,ch,37c34a3b125b4f756,108,Sonar System,ASSW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-103,ch,32881121e5008d8e0,75,FC System warning 1,FCW1,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-116,ch,9aa9ce1616401c24d,89,Lane change assist warning,LTAW,2,2024-08-02 12:36:24.000,32501,KM,Major
VF4009278742-01-117,ch,cdcdf5b2c49bcaa13,116,Flashing Hazard Light warning,FHLW,3,2024-08-02 12:36:24.000,32501,KM,Minor
VF4009278742-01-118,ch,fa0374c5ad08e6626,91,RSA(Road Sign Asist) warning,RSAW,3,2024-08-02 12:36:24.000,32501,KM,Minor
VF4009278742-01-119,ch,927ae82bd7b1712c3,92,Rear Cross Traffic Alert system warning,RCTW,3,2024-08-02 12:36:24.000,32501,KM,Minor
VF4009278742-01-120,ch,f6eb89303336922ee,93,Rear Camera warning,RCDW,3,2024-08-02 12:36:24.000,32501,KM,Minor
VF4009278742-02-102,ch,aa7efdcd29de964e8,49,Shift Control System,SBW3,3,2024-08-02 12:41:12.000,32501,KM,Minor
VF4009290745-01-012,ch,a67f5eaad6e3c87f3,12,Anti-Lock Brake System,ABSW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-013,ch,b4eedf7386ddff283,13,Vehicle Stability Control System,VSCW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-028,ch,97d3bb87f2607e391,28,Electric Power Steering System,EPSW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-029,ch,fe2e2a3397f12a202,24,Brake System,BRW,1,2024-08-02 14:34:49.000,32518,KM,Critical
VF4009290745-01-031,ch,5ff58d4072629a980,78,Electronically Controlled Brake System,ECBW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-045,ch,9bf4a8ab5df6f15b4,103,Pre-Collision System,MET_PCSW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-052,ch,165f2bfa692aace49,84,Parking Brake System,EPBW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-071,ch,0ec9dbc1eb27edd0c,46,Automatic High Beam System,SMBW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-082,ch,f8963314460f4a182,59,Blind Spot Monitor System,BSDW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-086,ch,78ef853b83b6f2abb,61,Pop Up Hood System,PUHW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-092,ch,1af6be0c25a5b3e71,106,Drive-Start Control System,GOSW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-096,ch,d13092c457fbbad5a,108,Sonar System,ASSW,2,2024-08-02 14:34:49.000,32518,KM,Major
VF4009290745-01-116,ch,c394628c963b4467a,89,Lane change assist warning,LTAW,2,2024-08-02 14:34:49.000,32518,KM,Major
